CustomerID,Frequency,Monetary,Recency,Cluster,ClusterLabel
12521.0,38,599.68,143,1,Occasional
12522.0,12,192.72,39,0,Loyal
12523.0,106,1789.77,19,0,Loyal
12524.0,144,4485.72,9,0,Loyal
12526.0,71,1316.66,1,0,Loyal
12527.0,18,348.71000000000004,82,0,Loyal
12528.0,92,1933.48,9,0,Loyal
12530.0,66,1662.28,60,0,Loyal
12531.0,17,125.22,15,0,Loyal
12532.0,16,349.83000000000004,30,0,Loyal
12534.0,63,1089.18,131,0,Loyal
12535.0,34,716.35,92,0,Loyal
12536.0,261,12601.830000000002,43,0,Loyal
12538.0,21,363.95,29,0,Loyal
12539.0,273,5568.35,22,0,Loyal
12540.0,478,13400.24,20,0,Loyal
12541.0,52,981.18,30,0,Loyal
12544.0,19,372.7,36,0,Loyal
12545.0,50,1000.39,75,0,Loyal
12546.0,69,1161.5,47,0,Loyal
12547.0,8,207.79999999999998,198,1,Occasional
12548.0,5,95.19999999999999,166,1,Occasional
12550.0,57,964.83,79,0,Loyal
12551.0,10,168.0,358,1,Occasional
12552.0,20,437.82,39,0,Loyal
12553.0,191,3692.28,8,0,Loyal
12556.0,121,603.71,50,0,Loyal
12557.0,33,11990.960000000001,16,0,Loyal
12558.0,11,269.96,8,0,Loyal
12559.0,21,561.71,311,1,Occasional
12560.0,105,2134.01,5,0,Loyal
12561.0,16,238.85,303,1,Occasional
12562.0,168,3781.7400000000002,8,0,Loyal
12564.0,21,456.9,261,1,Occasional
12565.0,9,145.92,289,1,Occasional
12566.0,19,351.65,86,0,Loyal
12567.0,446,9401.28,23,0,Loyal
12569.0,188,4124.69,2,0,Loyal
12571.0,34,519.61,40,0,Loyal
12572.0,60,1020.42,9,0,Loyal
12573.0,28,160.54000000000002,227,1,Occasional
12574.0,11,218.45,316,1,Occasional
12576.0,88,1315.83,36,0,Loyal
12577.0,147,657.8,35,0,Loyal
12578.0,114,2794.51,21,0,Loyal
12579.0,29,440.42,78,0,Loyal
12580.0,24,415.7,247,1,Occasional
12581.0,15,197.71,40,0,Loyal
12582.0,22,511.36,239,1,Occasional
12583.0,247,7281.38,3,0,Loyal
12584.0,96,2338.15,4,0,Loyal
12585.0,87,2040.1,234,1,Occasional
12586.0,11,196.94000000000003,17,0,Loyal
12587.0,4,144.0,8,0,Loyal
12588.0,10,214.89999999999998,39,0,Loyal
12589.0,35,646.68,29,0,Loyal
12590.0,68,9864.26,211,1,Occasional
12591.0,26,452.84999999999997,317,1,Occasional
12592.0,18,437.6,92,0,Loyal
12593.0,21,418.09999999999997,109,0,Loyal
12594.0,118,3338.2200000000003,38,0,Loyal
12596.0,27,618.27,51,0,Loyal
12597.0,206,3811.22,19,0,Loyal
12598.0,132,3023.08,10,0,Loyal
12599.0,62,1032.58,29,0,Loyal
12600.0,64,2599.04,29,0,Loyal
12601.0,28,577.0600000000001,190,1,Occasional
12602.0,12,153.12,59,0,Loyal
12603.0,3,739.1999999999999,22,0,Loyal
12604.0,16,254.18,79,0,Loyal
12607.0,101,1579.51,60,0,Loyal
12609.0,60,1126.85,78,0,Loyal
12610.0,106,2099.54,23,0,Loyal
12611.0,65,1193.32,52,0,Loyal
12612.0,19,704.0400000000001,74,0,Loyal
12613.0,153,3344.38,57,0,Loyal
12614.0,20,315.6,278,1,Occasional
12615.0,105,2291.19,2,0,Loyal
12616.0,32,713.3,95,0,Loyal
12617.0,42,355.53,29,0,Loyal
12618.0,11,177.31,22,0,Loyal
12619.0,90,3641.24,16,0,Loyal
12620.0,92,1339.41,15,0,Loyal
12621.0,467,13689.67,2,0,Loyal
12622.0,11,180.1,232,1,Occasional
12623.0,18,305.1,276,1,Occasional
12624.0,38,641.13,106,0,Loyal
12625.0,86,2683.82,212,1,Occasional
12626.0,294,6620.48,23,0,Loyal
12627.0,230,4478.53,11,0,Loyal
12628.0,41,786.46,4,0,Loyal
12630.0,64,1270.88,10,0,Loyal
12631.0,31,640.5,57,0,Loyal
12633.0,101,2163.98,59,0,Loyal
12635.0,101,1689.18,90,0,Loyal
12637.0,390,6021.9,67,0,Loyal
12638.0,39,671.69,33,0,Loyal
12639.0,22,486.1,239,1,Occasional
12640.0,53,1174.58,24,0,Loyal
12641.0,10,185.9,115,0,Loyal
12642.0,47,1013.26,25,0,Loyal
12643.0,24,3344.64,128,0,Loyal
12644.0,31,477.91,130,0,Loyal
12645.0,73,1775.18,34,0,Loyal
12646.0,45,1346.97,5,0,Loyal
12647.0,122,3722.82,22,0,Loyal
12648.0,21,318.05,155,1,Occasional
12649.0,31,623.51,107,0,Loyal
12650.0,20,314.44,3,0,Loyal
12651.0,9,114.0,335,1,Occasional
12652.0,48,919.98,331,1,Occasional
12653.0,43,2209.85,149,1,Occasional
12654.0,38,601.98,11,0,Loyal
12656.0,126,4051.17,17,0,Loyal
12657.0,47,1643.18,11,0,Loyal
12658.0,36,686.05,19,0,Loyal
12659.0,5,91.68,30,0,Loyal
12660.0,13,245.1,11,0,Loyal
12662.0,230,3849.78,1,0,Loyal
12664.0,37,4881.88,8,0,Loyal
12665.0,3,63.0,325,1,Occasional
12667.0,33,620.13,58,0,Loyal
12668.0,161,3807.15,12,0,Loyal
12669.0,101,2744.0299999999997,151,1,Occasional
12670.0,92,2996.05,10,0,Loyal
12672.0,10,225.89999999999998,330,1,Occasional
12673.0,42,610.52,5,0,Loyal
12674.0,83,1970.6,39,0,Loyal
12676.0,45,1331.39,25,0,Loyal
12678.0,165,17628.46,42,0,Loyal
12679.0,48,1113.02,59,0,Loyal
12680.0,52,862.81,1,0,Loyal
12681.0,638,13787.54,15,0,Loyal
12682.0,525,12288.22,4,0,Loyal
12683.0,344,8476.57,4,0,Loyal
12684.0,105,2283.63,8,0,Loyal
12685.0,157,2863.08,28,0,Loyal
12686.0,7,89.14,372,1,Occasional
12688.0,171,4873.8099999999995,114,0,Loyal
12689.0,72,1247.61,26,0,Loyal
12690.0,16,389.01,206,1,Occasional
12691.0,32,1035.8,28,0,Loyal
12693.0,39,855.91,127,0,Loyal
12694.0,37,869.67,70,0,Loyal
12695.0,27,582.1,7,0,Loyal
12697.0,41,957.59,29,0,Loyal
12700.0,268,4939.99,8,0,Loyal
12701.0,53,797.71,80,0,Loyal
12702.0,12,219.0,20,0,Loyal
12703.0,21,283.55,71,0,Loyal
12704.0,88,2340.84,7,0,Loyal
12705.0,334,6868.29,15,0,Loyal
12707.0,33,603.42,292,1,Occasional
12708.0,157,2712.91,30,0,Loyal
12709.0,208,9736.52,15,0,Loyal
12710.0,77,1149.02,97,0,Loyal
12712.0,133,4396.13,29,0,Loyal
12713.0,38,848.55,1,0,Loyal
12714.0,259,4708.86,9,0,Loyal
12715.0,21,353.86,106,0,Loyal
12716.0,69,1053.49,4,0,Loyal
12717.0,55,1030.98,151,1,Occasional
12718.0,19,238.25,71,0,Loyal
12719.0,39,644.95,5,0,Loyal
12720.0,354,5781.73,3,0,Loyal
12721.0,161,2656.13,32,0,Loyal
12722.0,53,997.63,85,0,Loyal
12723.0,69,725.07,4,0,Loyal
12724.0,53,1031.41,5,0,Loyal
12725.0,24,427.8,371,1,Occasional
12726.0,124,2609.1,28,0,Loyal
12727.0,139,3980.7,11,0,Loyal
12728.0,46,836.33,71,0,Loyal
12729.0,26,453.01,114,0,Loyal
12731.0,274,18895.91,24,0,Loyal
12732.0,12,236.26000000000002,180,1,Occasional
12733.0,22,383.95,234,1,Occasional
12734.0,4,110.39999999999999,353,1,Occasional
12735.0,43,779.5699999999999,315,1,Occasional
12736.0,4,234.0,333,1,Occasional
12738.0,11,155.35,372,1,Occasional
12739.0,38,1013.04,78,0,Loyal
12740.0,27,427.6,64,0,Loyal
12743.0,134,546.43,134,0,Loyal
12744.0,222,21279.29,52,0,Loyal
12747.0,103,4196.01,2,0,Loyal
12748.0,4596,33719.73,1,2,Big Spenders
12749.0,199,4090.88,4,0,Loyal
12750.0,15,275.88,129,0,Loyal
12752.0,53,4366.78,81,0,Loyal
12753.0,197,21429.39,23,0,Loyal
12754.0,63,3010.74,236,1,Occasional
12755.0,4,3811.95,281,1,Occasional
12756.0,4,112.07999999999998,87,0,Loyal
12757.0,371,7857.1,16,0,Loyal
12758.0,97,2791.59,117,0,Loyal
12759.0,95,1531.44,52,0,Loyal
12762.0,69,1898.52,8,0,Loyal
12763.0,18,494.08,138,0,Loyal
12764.0,45,1693.88,317,1,Occasional
12766.0,310,6989.63,4,0,Loyal
12769.0,32,1143.6,239,1,Occasional
12770.0,12,1351.45,211,1,Occasional
12772.0,55,892.47,60,0,Loyal
12775.0,66,1386.04,17,0,Loyal
12778.0,50,822.23,20,0,Loyal
12779.0,149,3981.36,38,0,Loyal
12781.0,25,826.74,64,0,Loyal
12782.0,103,2330.92,5,0,Loyal
12783.0,84,2225.91,2,0,Loyal
12784.0,59,574.42,9,0,Loyal
12785.0,14,311.95,364,1,Occasional
12787.0,20,463.66,10,0,Loyal
12789.0,4,91.85,65,0,Loyal
12790.0,21,324.92,192,1,Occasional
12791.0,2,192.60000000000002,374,1,Occasional
12792.0,25,400.53999999999996,257,1,Occasional
12793.0,24,545.48,335,1,Occasional
12794.0,45,860.41,53,0,Loyal
12795.0,14,430.48,19,0,Loyal
12797.0,13,254.03,366,1,Occasional
12798.0,8,6977.04,10,0,Loyal
12802.0,25,427.58,187,1,Occasional
12808.0,28,483.65000000000003,37,0,Loyal
12809.0,25,489.31,178,1,Occasional
12811.0,31,514.85,261,1,Occasional
12812.0,15,229.64000000000001,45,0,Loyal
12814.0,2,125.92,102,0,Loyal
12815.0,47,1063.46,148,1,Occasional
12816.0,29,572.2,96,0,Loyal
12817.0,4,166.04,281,1,Occasional
12818.0,14,1542.08,262,1,Occasional
12820.0,59,942.34,3,0,Loyal
12821.0,6,92.72,214,1,Occasional
12822.0,46,948.88,71,0,Loyal
12823.0,5,1759.5,75,0,Loyal
12824.0,25,397.12,60,0,Loyal
12826.0,91,1474.72,3,0,Loyal
12827.0,25,430.15000000000003,6,0,Loyal
12828.0,56,1018.71,3,0,Loyal
12829.0,11,293.0,337,1,Occasional
12830.0,38,6814.64,38,0,Loyal
12831.0,9,215.05,262,1,Occasional
12832.0,27,383.03,32,0,Loyal
12833.0,24,417.38,145,1,Occasional
12834.0,18,312.38,283,1,Occasional
12836.0,175,2612.86,59,0,Loyal
12837.0,12,134.1,173,1,Occasional
12838.0,123,683.13,34,0,Loyal
12839.0,314,5591.42,3,0,Loyal
12840.0,113,2726.77,144,0,Loyal
12841.0,420,4022.35,5,0,Loyal
12842.0,34,1118.99,70,0,Loyal
12843.0,103,1702.26,66,0,Loyal
12844.0,52,325.96000000000004,29,0,Loyal
12845.0,27,354.09,267,1,Occasional
12847.0,91,871.54,22,0,Loyal
12849.0,51,1050.8899999999999,31,0,Loyal
12851.0,50,135.18,97,0,Loyal
12852.0,17,311.55,295,1,Occasional
12853.0,78,1957.1000000000001,135,0,Loyal
12854.0,110,1324.5,79,0,Loyal
12855.0,3,38.1,373,1,Occasional
12856.0,314,2179.93,8,0,Loyal
12857.0,46,1106.4,211,1,Occasional
12863.0,5,521.2,52,0,Loyal
12864.0,3,147.12,138,0,Loyal
12865.0,95,1568.23,26,0,Loyal
12866.0,26,559.12,283,1,Occasional
12867.0,538,4036.82,26,0,Loyal
12868.0,107,1607.0600000000002,186,1,Occasional
12871.0,11,380.64,84,0,Loyal
12872.0,66,599.97,327,1,Occasional
12873.0,4,374.0,282,1,Occasional
12875.0,2,343.2300000000001,143,1,Occasional
12876.0,85,2218.02,58,0,Loyal
12877.0,154,1535.77,4,0,Loyal
12878.0,47,854.99,236,1,Occasional
12879.0,10,573.22,45,0,Loyal
12881.0,7,298.0,276,1,Occasional
12882.0,13,1463.04,9,0,Loyal
12883.0,42,703.47,25,0,Loyal
12884.0,7,309.05,88,0,Loyal
12885.0,71,1175.22,63,0,Loyal
12886.0,82,1378.4,68,0,Loyal
12888.0,5,354.12,214,1,Occasional
12890.0,82,380.46999999999997,24,0,Loyal
12891.0,3,331.0,186,1,Occasional
12893.0,34,188.14,31,0,Loyal
12895.0,22,372.8,42,0,Loyal
12897.0,4,216.5,205,1,Occasional
12901.0,116,17654.54,9,0,Loyal
12902.0,10,138.68,265,1,Occasional
12904.0,72,509.58,18,0,Loyal
12906.0,63,2919.81,12,0,Loyal
12908.0,2,750.0,176,1,Occasional
12909.0,91,2178.67,40,0,Loyal
12910.0,75,3075.04,23,0,Loyal
12912.0,24,1662.3,3,0,Loyal
12913.0,50,2483.63,5,0,Loyal
12915.0,22,363.65,149,1,Occasional
12916.0,107,3006.15,139,0,Loyal
12917.0,2,594.0,128,0,Loyal
12919.0,50,1335.19,8,0,Loyal
12920.0,28,164.23,17,0,Loyal
12921.0,720,16587.09,9,0,Loyal
12922.0,28,405.38,161,1,Occasional
12923.0,29,176.97,64,0,Loyal
12924.0,30,933.7,88,0,Loyal
12925.0,45,694.05,5,0,Loyal
12928.0,84,2062.7000000000003,35,0,Loyal
12929.0,8,117.85,312,1,Occasional
12930.0,25,415.8,78,0,Loyal
12931.0,82,42055.96,22,0,Loyal
12933.0,106,607.53,24,0,Loyal
12935.0,129,2160.7,2,0,Loyal
12936.0,62,1063.9,17,0,Loyal
12937.0,120,1504.27,15,0,Loyal
12938.0,9,114.14,26,0,Loyal
12939.0,47,11581.8,64,0,Loyal
12940.0,99,913.54,55,0,Loyal
12942.0,75,683.9,131,0,Loyal
12944.0,30,604.51,36,0,Loyal
12945.0,23,462.95,288,1,Occasional
12947.0,97,1603.99,144,0,Loyal
12948.0,116,2064.95,16,0,Loyal
12949.0,215,4167.22,31,0,Loyal
12950.0,23,1843.0,2,0,Loyal
12951.0,63,1064.07,9,0,Loyal
12952.0,79,1387.79,6,0,Loyal
12953.0,17,329.85,10,0,Loyal
12955.0,180,4757.16,1,0,Loyal
12956.0,19,108.07,306,1,Occasional
12957.0,238,4017.54,10,0,Loyal
12962.0,16,266.39,7,0,Loyal
12963.0,95,1856.63,8,0,Loyal
12965.0,109,771.91,89,0,Loyal
12966.0,10,160.18,10,0,Loyal
12967.0,19,1660.9,358,1,Occasional
12968.0,5,135.95,112,0,Loyal
12970.0,151,452.24,7,0,Loyal
12971.0,305,11189.91,4,0,Loyal
12974.0,8,144.8,198,1,Occasional
12976.0,22,738.6,212,1,Occasional
12977.0,9,39.239999999999995,156,1,Occasional
12980.0,20,7374.900000000001,158,1,Occasional
12981.0,20,372.21999999999997,30,0,Loyal
12982.0,28,390.54,243,1,Occasional
12984.0,4,97.5,19,0,Loyal
12985.0,76,1239.38,1,0,Loyal
12987.0,28,558.7,74,0,Loyal
12988.0,92,535.32,292,1,Occasional
12989.0,64,6924.110000000001,3,0,Loyal
12990.0,13,409.5,31,0,Loyal
12991.0,31,503.76,23,0,Loyal
12993.0,27,414.76,23,0,Loyal
12994.0,61,974.4200000000001,4,0,Loyal
12995.0,3,211.32,85,0,Loyal
12997.0,59,1226.89,22,0,Loyal
12999.0,28,455.88,196,1,Occasional
13000.0,31,534.85,107,0,Loyal
13001.0,339,9818.82,4,0,Loyal
13002.0,7,120.94999999999999,318,1,Occasional
13003.0,6,149.05,106,0,Loyal
13004.0,404,5655.91,12,0,Loyal
13005.0,26,513.7,174,1,Occasional
13006.0,4,81.57,56,0,Loyal
13008.0,14,229.46999999999997,323,1,Occasional
13011.0,3,50.550000000000004,372,1,Occasional
13012.0,89,1661.8400000000001,9,0,Loyal
13013.0,219,4810.9400000000005,1,0,Loyal
13014.0,110,3466.2799999999997,11,0,Loyal
13015.0,176,3346.28,53,0,Loyal
13016.0,47,789.89,73,0,Loyal
13017.0,1,204.0,7,0,Loyal
13018.0,458,7277.7,16,0,Loyal
13021.0,131,2616.38,4,0,Loyal
13023.0,40,689.9,64,0,Loyal
13026.0,40,975.36,1,0,Loyal
13027.0,26,6912.0,114,0,Loyal
13028.0,45,661.3199999999999,23,0,Loyal
13029.0,10,1247.5,31,0,Loyal
13030.0,99,799.48,11,0,Loyal
13032.0,71,1010.18,52,0,Loyal
13033.0,11,190.55,357,1,Occasional
13034.0,37,642.77,55,0,Loyal
13035.0,27,921.88,74,0,Loyal
13037.0,48,881.07,138,0,Loyal
13038.0,28,908.46,80,0,Loyal
13040.0,43,676.99,9,0,Loyal
13043.0,13,516.42,273,1,Occasional
13044.0,33,560.47,291,1,Occasional
13045.0,18,305.28000000000003,99,0,Loyal
13046.0,35,629.31,31,0,Loyal
13047.0,172,3237.54,32,0,Loyal
13048.0,136,1835.91,14,0,Loyal
13049.0,14,656.6800000000001,64,0,Loyal
13050.0,403,5836.86,15,0,Loyal
13052.0,18,348.15000000000003,212,1,Occasional
13055.0,76,1214.41,78,0,Loyal
13058.0,8,271.40000000000003,25,0,Loyal
13059.0,8,183.4,250,1,Occasional
13060.0,15,307.53,254,1,Occasional
13061.0,10,248.61,72,0,Loyal
13062.0,11,346.98,191,1,Occasional
13064.0,69,1119.49,13,0,Loyal
13065.0,14,205.86,373,1,Occasional
13066.0,48,470.8,24,0,Loyal
13067.0,15,115.46000000000001,82,0,Loyal
13068.0,2,344.0,10,0,Loyal
13069.0,425,4436.12,1,0,Loyal
13070.0,9,228.8,192,1,Occasional
13072.0,7,177.15,267,1,Occasional
13075.0,22,919.61,130,0,Loyal
13077.0,112,729.27,1,0,Loyal
13078.0,358,12627.94,3,0,Loyal
13079.0,6,220.10000000000002,4,0,Loyal
13080.0,6,58.08,179,1,Occasional
13081.0,1028,28337.38,12,0,Loyal
13082.0,73,3613.63,126,0,Loyal
13083.0,18,303.75,4,0,Loyal
13085.0,22,416.08000000000004,158,1,Occasional
13089.0,1818,58825.83,3,2,Big Spenders
13090.0,155,8910.82,9,0,Loyal
13091.0,21,345.82,28,0,Loyal
13092.0,25,477.83,71,0,Loyal
13093.0,159,7832.47,276,1,Occasional
13094.0,24,1927.3200000000002,21,0,Loyal
13095.0,6,74.39999999999999,71,0,Loyal
13097.0,423,6010.42,33,0,Loyal
13098.0,572,28882.44,1,0,Loyal
13099.0,1,207.35999999999999,99,0,Loyal
13101.0,8,101.19,234,1,Occasional
13102.0,304,6424.09,1,0,Loyal
13103.0,8,243.94,40,0,Loyal
13104.0,20,1098.48,3,0,Loyal
13106.0,1,76.5,133,0,Loyal
13107.0,58,1531.6200000000001,44,0,Loyal
13108.0,10,350.06,373,1,Occasional
13109.0,47,786.54,60,0,Loyal
13110.0,145,1488.67,31,0,Loyal
13113.0,201,12245.960000000001,1,0,Loyal
13115.0,120,2294.78,12,0,Loyal
13116.0,30,501.14,138,0,Loyal
13117.0,76,984.91,22,0,Loyal
13118.0,79,1197.81,20,0,Loyal
13120.0,1,30.599999999999998,239,1,Occasional
13121.0,50,283.73,269,1,Occasional
13122.0,55,922.39,94,0,Loyal
13124.0,235,3866.33,90,0,Loyal
13126.0,140,2099.64,5,0,Loyal
13127.0,15,259.17,78,0,Loyal
13130.0,2,64.0,94,0,Loyal
13131.0,44,1073.3,23,0,Loyal
13132.0,3,77.3,262,1,Occasional
13133.0,7,109.8,274,1,Occasional
13134.0,98,1793.58,86,0,Loyal
13135.0,1,3096.0,197,1,Occasional
13136.0,127,2607.61,56,0,Loyal
13137.0,704,3650.41,11,0,Loyal
13138.0,63,962.39,22,0,Loyal
13139.0,170,5064.94,16,0,Loyal
13140.0,46,423.72,108,0,Loyal
13141.0,135,2388.75,85,0,Loyal
13142.0,23,307.09,19,0,Loyal
13144.0,3,110.95,333,1,Occasional
13145.0,6,618.52,40,0,Loyal
13146.0,17,228.91,26,0,Loyal
13147.0,4,712.8000000000001,10,0,Loyal
13148.0,319,3707.12,29,0,Loyal
13149.0,86,1676.06,14,0,Loyal
13151.0,74,1257.8700000000001,296,1,Occasional
13153.0,15,486.22,6,0,Loyal
13155.0,85,971.76,33,0,Loyal
13157.0,87,1741.22,49,0,Loyal
13158.0,79,1201.06,95,0,Loyal
13159.0,121,1437.85,9,0,Loyal
13160.0,4,91.8,22,0,Loyal
13161.0,8,112.75,313,1,Occasional
13162.0,79,1688.29,122,0,Loyal
13165.0,42,1021.48,46,0,Loyal
13166.0,41,417.2,283,1,Occasional
13167.0,65,791.33,19,0,Loyal
13168.0,131,1319.19,36,0,Loyal
13169.0,13,712.88,64,0,Loyal
13170.0,32,116.00999999999999,27,0,Loyal
13171.0,46,468.41,22,0,Loyal
13173.0,43,353.65,4,0,Loyal
13174.0,314,2817.03,16,0,Loyal
13176.0,72,492.84,46,0,Loyal
13177.0,17,282.45,65,0,Loyal
13178.0,265,5725.47,26,0,Loyal
13182.0,11,121.18,45,0,Loyal
13183.0,94,3957.78,8,0,Loyal
13184.0,181,1701.29,15,0,Loyal
13185.0,1,71.4,268,1,Occasional
13186.0,79,1575.89,40,0,Loyal
13187.0,37,236.02,337,1,Occasional
13188.0,2,114.60000000000001,11,0,Loyal
13189.0,29,260.68,19,0,Loyal
13192.0,63,911.94,95,0,Loyal
13193.0,29,117.88,61,0,Loyal
13194.0,3,60.7,136,0,Loyal
13196.0,110,1797.78,11,0,Loyal
13198.0,226,3401.2400000000002,10,0,Loyal
13199.0,119,9817.12,4,0,Loyal
13200.0,46,870.09,19,0,Loyal
13203.0,57,869.46,10,0,Loyal
13207.0,8,250.26000000000002,15,0,Loyal
13208.0,149,1223.9,59,0,Loyal
13209.0,321,5891.61,30,0,Loyal
13210.0,22,353.48,94,0,Loyal
13211.0,56,1197.42,10,0,Loyal
13212.0,142,788.08,20,0,Loyal
13213.0,90,1520.58,57,0,Loyal
13216.0,5,333.74,268,1,Occasional
13217.0,4,533.98,122,0,Loyal
13218.0,5,62.63999999999999,127,0,Loyal
13220.0,21,819.2900000000001,78,0,Loyal
13221.0,66,847.41,240,1,Occasional
13223.0,5,163.20000000000002,200,1,Occasional
13224.0,108,2155.95,60,0,Loyal
13225.0,32,6463.84,3,0,Loyal
